id,voter,author,permlink,weight,value,timestamp
NULL,packagetol,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,amicus,catomoon,joe-abercrombie-half-a-war,120,0,2019-02-03 11:48:30
NULL,ajaxkennes,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,kamo.munshi,pele23,mommys-home-ijquatzy,10000,0,2019-02-03 11:48:30
NULL,oluwatosin10,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,highest01,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,xratedx,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,elseleth,danmaruschak,zb1z9w27,10000,0,2019-02-03 11:48:30
NULL,ibrash600,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,dannev,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,esthereriobu,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,macanselm,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,chuks0chuks,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,lapp,coolguy222,asymptotes-horizonta-1549048655,10000,0,2019-02-03 11:48:30
NULL,alaiza,coolguy222,asymptotes-horizonta-1549048655,10000,0,2019-02-03 11:48:30
NULL,crassipes,coolguy222,asymptotes-horizonta-1549048655,10000,0,2019-02-03 11:48:30
NULL,steemtpistia,coolguy222,asymptotes-horizonta-1549048655,10000,0,2019-02-03 11:48:30
NULL,orcheva,htliao,cn-curation-169-cn-liumei-cn-bring,10000,0,2019-02-03 11:48:30
NULL,thaddaeus,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,alisabelsilva,mxzn,4vx1pg-night-lights,10000,0,2019-02-03 11:48:30
NULL,agrovision,coolguy222,asymptotes-horizonta-1549048655,10000,0,2019-02-03 11:48:30
NULL,atteh,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,cryptovixen192,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,5000,0,2019-02-03 11:48:30
NULL,anosend,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,devsup,mr-elusive,moreton-island-2019-1-0-22-40-42,69,0,2019-02-03 11:48:30
NULL,lachious,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,dream.trip,pele23,mommys-home-ijquatzy,10000,0,2019-02-03 11:48:30
NULL,abdul070,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,uvoteivote,chbartist,falsehood-and-fallacy-analyzing-an-error-of-the-mind,10000,0,2019-02-03 11:48:30
NULL,suliat,horpey,oahnlwm-introduction-to-eternitas-keep-your-will-unalterable-by-third-parties,10000,0,2019-02-03 11:48:30
NULL,abdulbc,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,redoyan,barbadosso,sbc-league-february-2018-bet-2-leicester-city-vs-man-united,500,0,2019-02-03 11:48:30
NULL,aaarezy,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,aaemma,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,kimblycara,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,tinkerbell-luv,hiroharry,6d7t7u,10000,0,2019-02-03 11:48:30
NULL,chihaha,hiroharry,6d7t7u,10000,0,2019-02-03 11:48:30
NULL,coindzs,htliao,cn-curation-169-cn-liumei-cn-bring,10000,0,2019-02-03 11:48:30
NULL,bait002,horpey,oahnlwm-introduction-to-eternitas-keep-your-will-unalterable-by-third-parties,10000,0,2019-02-03 11:48:30
NULL,amicus,aser1111,wow-ads-on-steemit-com,120,0,2019-02-03 11:48:30
NULL,erikah,horpey,oahnlwm-introduction-to-eternitas-keep-your-will-unalterable-by-third-parties,5000,0,2019-02-03 11:48:30
NULL,aaaxpress,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,owner99,horpey,oahnlwm-introduction-to-eternitas-keep-your-will-unalterable-by-third-parties,5000,0,2019-02-03 11:48:30
NULL,markusmichael,cryptomum,deutsche-community-social-media-politik,500,0,2019-02-03 11:48:30
NULL,odl,imealien,night-walk-city-colors-pouryphd,2800,0,2019-02-03 11:48:30
NULL,steeming-hot,dulowegner,bitwin-gaming-and-casino-structured-in-blockchain,25,0,2019-02-03 11:48:30
NULL,hidemi,spinels.records,tasteem-f76455,10000,0,2019-02-03 11:48:30
NULL,adeoye,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,steempress,burakyap,kzkalesi-wh482hxtuj,525,0,2019-02-03 11:48:30
NULL,offgridlife,rossfletcher,sublime-sunday-water-world,10000,0,2019-02-03 11:48:30
NULL,therebotelife,nupulse,crash-and-burn-by-juxta-feat-the-turtle-project-bk-rmx-choon,500,0,2019-02-03 11:48:30
NULL,topisky,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,dugan,pele23,mommys-home-ijquatzy,10000,0,2019-02-03 11:48:30
NULL,sneikder,mxzn,3bz8p1-alley,10000,0,2019-02-03 11:48:30
NULL,mivstar,pennsif,sosdailynewsnewsaboutthestateofsteem2february2019-2clycn7y9j,10000,0,2019-02-03 11:48:30
NULL,sp-group,wrestlingworld,steem-monsters-bardzo-przydatna-rada-dotyczaca-questow,5000,0,2019-02-03 11:48:30
NULL,lovelydevil,htliao,cn-curation-169-cn-liumei-cn-bring,10000,0,2019-02-03 11:48:30
NULL,jaytop,bji1203,steemmonsters--1549193019764,3500,0,2019-02-03 11:48:30
NULL,steeming-hot,cocountisland,beautiful-places-of-the-planet-lille,25,0,2019-02-03 11:48:30
NULL,redoyan,bluelazer,a-bull-sees-red-maga,500,0,2019-02-03 11:48:30
NULL,nigelmarkdias,nigelmarkdias,happiness-meter-city-wide-live-sentiment-capture-engine,10000,0,2019-02-03 11:48:30
NULL,kshahrck,alokkumar121,zlpa61r4,10000,0,2019-02-03 11:48:30
NULL,fightnight,pele23,mommys-home-ijquatzy,10000,0,2019-02-03 11:48:30
NULL,amicus,fashionmodels,womenabuseman-n2kd1wfdcd,110,0,2019-02-03 11:48:30
NULL,entropia,volcandemorcilla,el-nacimiento-del-agua-curiosidades-de-madrid-1-the-birth-of-water-curiosities-of-madrid-1,10000,0,2019-02-03 11:48:30
NULL,redheadpei,janton,pinkertons-the-hounds-of-hell-are-unleashed-a1134be281bfest,10000,0,2019-02-03 11:48:30
NULL,prettyabby,mxzn,3bz8p1-alley,10000,0,2019-02-03 11:48:30
NULL,gunina,nothus,rasgando-el-velo-ilusorio-para-ver-la-realidad,4950,0,2019-02-03 11:48:30
NULL,accelerator,lordbutterfly,powering-up-a-bit-more-just-blew-past-a-1000-steem-earned-from-steem-monsters,119,0,2019-02-03 11:48:30
NULL,leeyh,seunglimdaddy,3hbs6h-steem,1900,0,2019-02-03 11:48:30
NULL,yoonwonlim,pele23,mommys-home-ijquatzy,10000,0,2019-02-03 11:48:30
NULL,cmtzco,megafart,re-etcmike-2m3jew-bird-watching-highlight-red-bellied-woodpecker-original-photo-20190128t220703536z,275,0,2019-02-03 11:48:30
NULL,therebotelife,tonmoyislam,x-girlfriend-bangla-natok-funny-clip,500,0,2019-02-03 11:48:30
NULL,thebluewin,thedeadfrog,der-geiger-teil3,3200,0,2019-02-03 11:48:30
NULL,amicus,minsoenaing,steem-dollar-etytautlo-yayaela-4d55da6210d9d,50,0,2019-02-03 11:48:30
NULL,tankometry,mr-elusive,moreton-island-2019-1-0-22-40-42,1000,0,2019-02-03 11:48:30
NULL,cryptictruth,mr-elusive,moreton-island-2019-1-0-22-40-42,500,0,2019-02-03 11:48:30
NULL,mariginal,imealien,night-walk-city-colors-pouryphd,2400,0,2019-02-03 11:48:30
NULL,krazypoet,ireenchew,02uyic60,102,0,2019-02-03 11:48:30
NULL,steempress-io,burakyap,kzkalesi-wh482hxtuj,525,0,2019-02-03 11:48:30
NULL,jetometry,mr-elusive,moreton-island-2019-1-0-22-40-42,1000,0,2019-02-03 11:48:30
NULL,rockstarbm,mr-elusive,moreton-island-2019-1-0-22-40-42,1000,0,2019-02-03 11:48:30
NULL,jatinhota,ireenchew,02uyic60,100,0,2019-02-03 11:48:30
NULL,princessmewmew,ireenchew,02uyic60,255,0,2019-02-03 11:48:30
NULL,mbappe,pretzelgirlsandy,silly-kitty-388dbdbd831ca,300,0,2019-02-03 11:48:30
NULL,xrp.trail,pretzelgirlsandy,silly-kitty-388dbdbd831ca,170,0,2019-02-03 11:48:30
NULL,marcocasario,eii,re-bengy-steembasicincomegiveawayleastfavouritefood-10toxcec95-20190129t091429764z,10000,0,2019-02-03 11:48:30
NULL,steemnews-fr,pele23,mommys-home-ijquatzy,10000,0,2019-02-03 11:48:30
NULL,holmesian,ace108,eatwithme-lunch-with-the-inlaws-at-fu-lin-men-or-by-ace108,10000,0,2019-02-03 11:48:30
NULL,mrwhale,dadjokeoftheday,daily-joke--2019-01-29,10000,0,2019-02-03 11:48:30
NULL,auminda,thedeadfrog,der-geiger-teil3,2400,0,2019-02-03 11:48:30
NULL,honmono,chbartist,falsehood-and-fallacy-analyzing-an-error-of-the-mind,10000,0,2019-02-03 11:48:30
NULL,tapashdeb,acidium,classic-car,10000,0,2019-02-03 11:48:30
NULL,allyouneedtoknow,knozaki2015,i-travel-the-world-700-salhino-berlin-700th-thank-you-post,6000,0,2019-02-03 11:48:30
NULL,rsmartt777,ebargains,ebargains-1549193049819-ebargainss-feed-20190203-122409,9000,0,2019-02-03 11:48:30
NULL,bluna,thedeadfrog,der-geiger-teil3,4800,0,2019-02-03 11:48:30
NULL,dabeckster,kalemandra,my-abstract-photomontages,2500,0,2019-02-03 11:48:30
NULL,amicus,purapapita,votovzla-ganara-10-000-sp-por-un-ano-con-tu-ayuda,10,0,2019-02-03 11:48:30
NULL,amirul,pele23,mommys-home-ijquatzy,10000,0,2019-02-03 11:48:30
NULL,redoyan,r3v3nan7,my-kitten-in-play-mood,500,0,2019-02-03 11:48:30
NULL,therebotelife,tembel,big-air,500,0,2019-02-03 11:48:30
NULL,tapashdeb,voronchihin,harvest,10000,0,2019-02-03 11:48:30
NULL,nsiman,dulowegner,bitwin-gaming-and-casino-structured-in-blockchain,5000,0,2019-02-03 11:48:30
NULL,cleiver,coolguy222,asymptotes-horizonta-1549048655,5000,0,2019-02-03 11:48:30
NULL,lessons,informaciones,20190202t182902313z-post,10000,0,2019-02-03 11:48:30
NULL,daddysamuel,mxzn,3bz8p1-alley,10000,0,2019-02-03 11:48:30
NULL,walexworld,dulowegner,bitwin-gaming-and-casino-structured-in-blockchain,5000,0,2019-02-03 11:48:30
NULL,tussar11,roundbeargames,back-from-chiang-mai-without-too-many-photos,10000,0,2019-02-03 11:48:30
NULL,bluehorseshoe,pele23,mommys-home-ijquatzy,10000,0,2019-02-03 11:48:30
NULL,fbook,augis,pkk2xxgqw,500,0,2019-02-03 11:48:30
NULL,tapashdeb,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,10000,0,2019-02-03 11:48:30
NULL,osakuni,dulowegner,bitwin-gaming-and-casino-structured-in-blockchain,5000,0,2019-02-03 11:48:30
NULL,lessons,lainformacion,20190202t182902289z-post,10000,0,2019-02-03 11:48:30
NULL,steempress,flaws,ejerciciosdeajedrez11-35e6pdg6g7,1575,0,2019-02-03 11:48:30
NULL,amicus,cgps,have-you-ever-wanted-to-stand-on-a-nenuphar-zg1hbmlh-b2zg0,20,0,2019-02-03 11:48:30
NULL,mudassir55,dadjokeoftheday,daily-joke--2019-01-29,10000,0,2019-02-03 11:48:30
NULL,tapashdeb,anikearn,tws63iic,10000,0,2019-02-03 11:48:30
NULL,redoyan,samanthak,s1zleszk2,500,0,2019-02-03 11:48:30
NULL,organduo,austinedward,re-organduo-pinky-s-potatoes-20190204t082150404z,500,0,2019-02-03 11:48:30
NULL,eniolw,juanmiflores,primer-contacto-entre-steemit-y-yo,10000,0,2019-02-03 11:48:30
NULL,accelerator,coinplugturk,lisk-coin-nedir,150,0,2019-02-03 11:48:30
NULL,steem-plus,rehan12,breo-head-massager-massage-regions-around-your-head-and-eyes,6,0,2019-02-03 11:48:30
NULL,thescubageek,coolguy222,asymptotes-horizonta-1549048655,216,0,2019-02-03 11:48:30
NULL,mitchtokita,coolguy222,asymptotes-horizonta-1549048655,216,0,2019-02-03 11:48:30
NULL,chronocrypto,pele23,mommys-home-ijquatzy,10000,0,2019-02-03 11:48:30
NULL,vailol,mxzn,3bz8p1-alley,10000,0,2019-02-03 11:48:30
NULL,zenithace,dulowegner,bitwin-gaming-and-casino-structured-in-blockchain,5000,0,2019-02-03 11:48:30
NULL,khusairi,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,nikema,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,5000,0,2019-02-03 11:48:30
NULL,scottshots,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,500,0,2019-02-03 11:48:30
NULL,kamalkhann,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1500,0,2019-02-03 11:48:30
NULL,chloe.burton,imealien,night-walk-city-colors-pouryphd,2000,0,2019-02-03 11:48:30
NULL,andestra,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1000,0,2019-02-03 11:48:30
NULL,symonp,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1000,0,2019-02-03 11:48:30
NULL,sintai,ajlight,broccoli--1548659787063,5000,0,2019-02-03 11:48:30
NULL,maxwell95,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1500,0,2019-02-03 11:48:30
NULL,therebotelife,smileyinvest,smileyinvest-1549194523470-smileyinvests-instagram-feed--20190203-124843,500,0,2019-02-03 11:48:30
NULL,abmakko,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,375,0,2019-02-03 11:48:30
NULL,badzkie123,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1500,0,2019-02-03 11:48:30
NULL,lakawero,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,xyzashu,pele23,mommys-home-ijquatzy,10000,0,2019-02-03 11:48:30
NULL,tessaragabrielle,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,ryl,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1500,0,2019-02-03 11:48:30
NULL,evlachsblog,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,500,0,2019-02-03 11:48:30
NULL,f3nix,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,150,0,2019-02-03 11:48:30
NULL,amicus,cpo,there-you-go-zg1hbmlh-mtjet,20,0,2019-02-03 11:48:30
NULL,adam.tran,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,bhutambare1,mxzn,3bz8p1-alley,10000,0,2019-02-03 11:48:30
NULL,devolebnoj,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,dynamicshine,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1000,0,2019-02-03 11:48:30
NULL,that.bass.guy,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,joyrobinson,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,375,0,2019-02-03 11:48:30
NULL,elamental,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,100,0,2019-02-03 11:48:30
NULL,kennykajo,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,yuslindwi,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,tania22,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1500,0,2019-02-03 11:48:30
NULL,father2b,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1000,0,2019-02-03 11:48:30
NULL,bengy,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,500,0,2019-02-03 11:48:30
NULL,musicapoetica,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1000,0,2019-02-03 11:48:30
NULL,tapashdeb,dulowegner,bitwin-gaming-and-casino-structured-in-blockchain,10000,0,2019-02-03 11:48:30
NULL,honpaulo,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,5000,0,2019-02-03 11:48:30
NULL,buchito,jannyh,vanta-achieving-important-indicators-in-data-transmission-as-transparency-security-and-general-ledger-storage-leveraging-on-the,5000,0,2019-02-03 11:48:30
NULL,dynamicrypto,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,100,0,2019-02-03 11:48:30
NULL,puregrace,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1125,0,2019-02-03 11:48:30
NULL,redoyan,fulltaqiyya,seymour-duncan-parallel-axis-distortion-patb-2-playthrough,500,0,2019-02-03 11:48:30
NULL,aquahelix,mxzn,3bz8p1-alley,10000,0,2019-02-03 11:48:30
NULL,faady92,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1125,0,2019-02-03 11:48:30
NULL,arisviyo,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,anfood,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,steem.gulraiz,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1500,0,2019-02-03 11:48:30
NULL,a-alice,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,abidemiademok21,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,cryptocopy,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1500,0,2019-02-03 11:48:30
NULL,ivxx,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,visterhook,visterhook,comb-advance,10000,0,2019-02-03 11:48:30
NULL,lermagreen,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,100,0,2019-02-03 11:48:30
NULL,jigsindian,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,offgridlife,travelgirl,mojw0kvf,10000,0,2019-02-03 11:48:30
NULL,daddywilliam,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,mr-greens,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,tdas0,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,2000,0,2019-02-03 11:48:30
NULL,hossainbd,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,ecodesigns,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,amicus,elip,you-are-not-youself-when-you-are-hungryg-zg1hbmlh-btywz,20,0,2019-02-03 11:48:30
NULL,backinblackdevil,thedeadfrog,der-geiger-teil3,1000,0,2019-02-03 11:48:30
NULL,steempress-io,flaws,ejerciciosdeajedrez11-35e6pdg6g7,1575,0,2019-02-03 11:48:30
NULL,as-abir,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,grandiosae,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1500,0,2019-02-03 11:48:30
NULL,loryluvszombies,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,tagger,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,2000,0,2019-02-03 11:48:30
NULL,msearles,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1500,0,2019-02-03 11:48:30
NULL,dev1993,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,800,0,2019-02-03 11:48:30
NULL,steem-projects,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1500,0,2019-02-03 11:48:30
NULL,jk6276,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,500,0,2019-02-03 11:48:30
NULL,anik007,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,2500,0,2019-02-03 11:48:30
NULL,a1-shroom-spores,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,750,0,2019-02-03 11:48:30
NULL,glastar,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,500,0,2019-02-03 11:48:30
NULL,discipleship,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,2000,0,2019-02-03 11:48:30
NULL,kamicurate,orgoniteog,graham-hancock-magicians-of-the-gods,10000,0,2019-02-03 11:48:30
NULL,teriyaki,orgoniteog,graham-hancock-magicians-of-the-gods,8000,0,2019-02-03 11:48:30
NULL,gentlebot,anikearn,re-fknmayhem-fieldrunners-2-still-one-of-the-best-dtd-games-20190203t101842714z,1500,0,2019-02-03 11:48:30
NULL,visie,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1500,0,2019-02-03 11:48:30
NULL,sofiapaola,mxzn,3bz8p1-alley,10000,0,2019-02-03 11:48:30
NULL,ferrate,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1000,0,2019-02-03 11:48:30
NULL,upyougo,orgoniteog,graham-hancock-magicians-of-the-gods,7500,0,2019-02-03 11:48:30
NULL,steemgems,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,2000,0,2019-02-03 11:48:30
NULL,freewritehouse,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1000,0,2019-02-03 11:48:30
NULL,munniroy,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1500,0,2019-02-03 11:48:30
NULL,therebotelife,matiz3k,cities-that-are-worth-visiting-in-poland-krakow,500,0,2019-02-03 11:48:30
NULL,shaheerbari,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,1000,0,2019-02-03 11:48:30
NULL,bluntsmasha,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,225,0,2019-02-03 11:48:30
NULL,atombot,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,2000,0,2019-02-03 11:48:30
NULL,sergirety,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,5000,0,2019-02-03 11:48:30
NULL,meow99,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,500,0,2019-02-03 11:48:30
NULL,maruay59,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,500,0,2019-02-03 11:48:30
NULL,beer32,iamjadeline,10k-sp-delegation-has-finished-grateful-for-awesome-communities-irresistible-sweetness-8fdc859725877,500,0,2019-02-03 11:48:30
NULL,jaccc,orgoniteog,graham-hancock-magicians-of-the-gods,7500,0,2019-02-03 11:48:30
