id,sender,receiver,amount,precision,nai,timestamp
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:03:42
NULL,peakcredit,peakmonsters,2102,3,@@000000021,2019-02-03 12:03:42
NULL,magicdice,mehta,1,3,@@000000021,2019-02-03 12:03:42
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:03:42
NULL,peakcredit,peakmonsters,98,3,@@000000021,2019-02-03 12:03:42
NULL,tipu,minimalpris,74,3,@@000000021,2019-02-03 12:03:42
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:03:42
NULL,magicdice,mermaidvampire,1,3,@@000000021,2019-02-03 12:03:42
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:03:42
NULL,kimsungtee,magicdice,400,3,@@000000021,2019-02-03 12:03:42
NULL,magicdice,mtimetraveller,1,3,@@000000021,2019-02-03 12:03:42
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:03:42
NULL,crypto-n-custard,estream.studios,1,3,@@000000013,2019-02-03 12:03:42
NULL,imealien,superpromoter,1000,3,@@000000021,2019-02-03 12:03:42
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:03:42
NULL,magicdice,mydicebot,1,3,@@000000021,2019-02-03 12:03:42
NULL,peakmonsters,nanadar,1988,3,@@000000021,2019-02-03 12:03:42
NULL,magicdice,kimsungtee,800,3,@@000000021,2019-02-03 12:03:42
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:03:42
NULL,peakmonsters,solpaz,94,3,@@000000021,2019-02-03 12:03:42
NULL,peakcredit,peakmonsters,1639,3,@@000000021,2019-02-03 12:03:42
NULL,magicdice,niallon11,1,3,@@000000021,2019-02-03 12:03:42
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:03:42
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:03:42
NULL,magicdice,nonsowrites,1,3,@@000000021,2019-02-03 12:03:42
NULL,magicdice,oliverschmid,1,3,@@000000021,2019-02-03 12:03:42
NULL,gangresteem,imealien,1,3,@@000000021,2019-02-03 12:03:42
NULL,magicdice,ocupation,1,3,@@000000021,2019-02-03 12:03:42
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:03:42
NULL,nageshwar0369,magicdice,50000,3,@@000000021,2019-02-03 12:03:42
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oivas,1,3,@@000000021,2019-02-03 12:08:39
NULL,superpromoter,digital.mine,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,58333,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,nanadar,1554,3,@@000000021,2019-02-03 12:08:39
NULL,kabil,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,orcish,1,3,@@000000021,2019-02-03 12:08:39
NULL,byresteem,camuel,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,otom,1,3,@@000000021,2019-02-03 12:08:39
NULL,hottopic,laputis,1,3,@@000000021,2019-02-03 12:08:39
NULL,peakcredit,peakmonsters,98,3,@@000000021,2019-02-03 12:08:39
NULL,libert,magicdice,100,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kabil,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,peter2017,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,peakcredit,peakmonsters,2286,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rawutah,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,libert,1,3,@@000000021,2019-02-03 12:08:39
NULL,dorabot,steemmonsters,2286,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,remedium,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,share2steem,1,3,@@000000013,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,lermontoff,kstate1,532,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,rezoanulvibes,1,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,solpaz,94,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,dorabot,2287,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rtytf2,1,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,vincy,1,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,libert,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,nanadar,2173,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,saadithya,1,3,@@000000021,2019-02-03 12:08:39
NULL,share2steem,share2steem.fund,1,3,@@000000013,2019-02-03 12:08:39
NULL,peakcredit,peakmonsters,2625,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,samm6in,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,libert,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,shaidon,1,3,@@000000021,2019-02-03 12:08:39
NULL,kimsungtee,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,stackin,1,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,janicechua,1,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kimsungtee,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,stayoutoftherz,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,libert,magicdice,400,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,nanadar,2484,3,@@000000021,2019-02-03 12:08:39
NULL,peakcredit,peakmonsters,4721,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,janicechua,10,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,stuffbyspencer,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,kont82,smartmarket,100,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,sujonkhan,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,libert,1,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,venzam,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1485,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,nanadar,4470,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,von-doom,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1,3,@@000000021,2019-02-03 12:08:39
NULL,lermontoff,kstate1,7732,3,@@000000021,2019-02-03 12:08:39
NULL,tipopipa,sneaky-ninja,1000,3,@@000000013,2019-02-03 12:08:39
NULL,tipu,penderis,2,3,@@000000013,2019-02-03 12:08:39
NULL,apix,proffit,28,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,waphilip,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,weitoostrong,1,3,@@000000021,2019-02-03 12:08:39
NULL,libert,magicdice,800,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,global-pillar,1,3,@@000000013,2019-02-03 12:08:39
NULL,tipu,penderis,24,3,@@000000021,2019-02-03 12:08:39
NULL,arcange,wippherd,1,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,wix,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,libert,1600,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,smonia,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,kabil,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,wonsangpil,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,smonia,1043,3,@@000000021,2019-02-03 12:08:39
NULL,smonia,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,yangpankil27,1,3,@@000000021,2019-02-03 12:08:39
NULL,kimsungtee,magicdice,100,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kabil,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,tobias-g,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kimsungtee,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,smonia,1043,3,@@000000021,2019-02-03 12:08:39
NULL,smonia,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,trevonjb,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,byresteem,watersnake101,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,ivansnz,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,smonia,1043,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,c4cristi,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,kont82,smartmarket,100,3,@@000000021,2019-02-03 12:08:39
NULL,bitcoincoimbra,steemmonsters,98,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,5000,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,peakcredit,peakmonsters,849,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,lordgod,1,3,@@000000021,2019-02-03 12:08:39
NULL,smonia,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,tattoodjay,steembasicincome,8000,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,trevon,1,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,solpaz,93,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,smonia,1043,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,deepcrypto8,binance-hot,23336168,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,samsemilia7,1,3,@@000000021,2019-02-03 12:08:39
NULL,smonia,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,elizacheng,1,3,@@000000021,2019-02-03 12:08:39
NULL,sunsetbull,boomerang,2000,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,nanadar,808,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,sobaru,38,3,@@000000013,2019-02-03 12:08:39
NULL,peakcredit,peakmonsters,3528,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,rozku,1,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,c4cristi3,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,smonia,1043,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,koyuh8,1,3,@@000000021,2019-02-03 12:08:39
NULL,drisers,kaerpediem,20000,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,sobaru,701,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,gangresteem,sunsetbull,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,wilsonblue5,1,3,@@000000021,2019-02-03 12:08:39
NULL,kabil,magicdice,100,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,15000,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,nanadar,3354,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,stevelivingston,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kabil,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,juicymjay,1,3,@@000000021,2019-02-03 12:08:39
NULL,promotedpost,inspiracion,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,22273,3,@@000000021,2019-02-03 12:08:39
NULL,peakcredit,peakmonsters,4026,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,obest,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,nikollettesunday,buildawhale,40000,3,@@000000021,2019-02-03 12:08:39
NULL,peakcredit-kr,peakmonsters-kr,1765,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,dannynature,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,taskmaster4450,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,nanadar,3822,3,@@000000021,2019-02-03 12:08:39
NULL,peakcredit,peakmonsters,2227,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,gattino,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,georgontech,tipopipa,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,j85063,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,stephen.king989,63,3,@@000000013,2019-02-03 12:08:39
NULL,peakmonsters-kr,nanadar,1680,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,for91days,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,beastlybanter,smartmarket,30000,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,stephen.king989,1170,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nonzerosum,1,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,nanadar,2112,3,@@000000021,2019-02-03 12:08:39
NULL,bitcoinportugal,steemmonsters,98,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,rollandthomas,1,3,@@000000013,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,superpromoter,imealien,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,netaterra,1,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,solpaz,93,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,kgakakillerg,magicdice,100,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,dreamryder007,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1485,3,@@000000021,2019-02-03 12:08:39
NULL,kabil,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,lloyddavis,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kgakakillerg,1,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,jznsamuel,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kabil,1,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,adzrobinson,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,kimsungtee,magicdice,100,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,bobby.madagascar,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1,3,@@000000021,2019-02-03 12:08:39
NULL,drisers,jeronimorubio,30000,3,@@000000021,2019-02-03 12:08:39
NULL,kgakakillerg,magicdice,100,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,hullcity,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kimsungtee,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,twittering,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kgakakillerg,200,3,@@000000013,2019-02-03 12:08:39
NULL,peakcredit,peakmonsters,2556,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,havok777,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,peakcredit-kr,peakmonsters-kr,839,3,@@000000013,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,justtryme90,1,3,@@000000021,2019-02-03 12:08:39
NULL,fatimajunio,jesuslnrs,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oldtimer,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,won0s,75,3,@@000000013,2019-02-03 12:08:39
NULL,halloweenday,minnowbooster,70,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,manisha.jain9,1,3,@@000000013,2019-02-03 12:08:39
NULL,peakmonsters,nanadar,2424,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,5000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,scandinavianlife,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,peakcredit,peakmonsters,555,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,won0s,1403,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,felander,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters-kr,nanadar,798,3,@@000000013,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,dorabot,steemmonsters,2221,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,vegeta,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,kgakakillerg,magicdice,100,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,blackwing,1,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,nanadar,528,3,@@000000021,2019-02-03 12:08:39
NULL,buildawhale,nikollettesunday,1,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,nanadar,528,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,nanadar,529,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,dorabot,556,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,nanadar,528,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mikemoi,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kgakakillerg,1,3,@@000000013,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,15000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,trailofwhales,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,kjbflower,36,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,neophilosoph,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,22273,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,francium,1,3,@@000000021,2019-02-03 12:08:39
NULL,minnowbooster,halloweenday,1,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,bitcoinflood,1,3,@@000000021,2019-02-03 12:08:39
NULL,kgakakillerg,magicdice,100,3,@@000000013,2019-02-03 12:08:39
NULL,tipu,kjbflower,12,3,@@000000021,2019-02-03 12:08:39
NULL,minnowbooster,halloweenday,1,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,jpphotography,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kgakakillerg,200,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,cryptomurph,1,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,donald.porter,1,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,mvd,1,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,koreaculture,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,candyboy,1,3,@@000000021,2019-02-03 12:08:39
NULL,tipopipa,therising,5000,3,@@000000013,2019-02-03 12:08:39
NULL,kgakakillerg,magicdice,100,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,kimsungtee,magicdice,800,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,sinner264,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kgakakillerg,200,3,@@000000013,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
